sign,wkt
U101,"LINESTRING (-119.7503340 34.4356720, -119.7493130 34.4347570, -119.7491480 34.4346140, -119.7489160 34.4344150, -119.7481980 34.4337970, -119.7479860 34.4335870, -119.7477570 34.4333890, -119.7476370 34.4332950, -119.7475130 34.4332050, -119.7469740 34.4328360, -119.7464210 34.4324820, -119.7458550 34.4321420, -119.7436070 34.4307720, -119.7431080 34.4304850, -119.7429380 34.4303930, -119.7426000 34.4302100, -119.7420820 34.4299480, -119.7415540 34.4297000, -119.7410170 34.4294650, -119.7409910 34.4294540)"
U101,"LINESTRING (-119.7892850 34.4424040, -119.7892190 34.4424050, -119.7885400 34.4424120, -119.7882690 34.4424040, -119.7882640 34.4424040)"
S154,"LINESTRING (-119.8195050 34.5081460, -119.8197460 34.5082720, -119.8204350 34.5085480, -119.8217090 34.5090380, -119.8219900 34.5091620, -119.8221950 34.5092810, -119.8223730 34.5093870, -119.8228520 34.5097320, -119.8228760 34.5097520, -119.8232750 34.5100910, -119.8236120 34.5104380, -119.8237360 34.5105900, -119.8238540 34.5107630, -119.8240710 34.5111160, -119.8242700 34.5116040, -119.8242940 34.5116950, -119.8244050 34.5121130, -119.8245090 34.5125700, -119.8246190 34.5131830, -119.8246780 34.5134000, -119.8247930 34.5136910, -119.8249560 34.5139680)"
S154,"LINESTRING (-119.8129710 34.5047250, -119.8123940 34.5045510, -119.8116760 34.5043270, -119.8109080 34.5041350, -119.8103260 34.5039600, -119.8091040 34.5036340, -119.8084500 34.5034410, -119.8079980 34.5033400, -119.8077890 34.5033080, -119.8075940 34.5032870, -119.8074070 34.5032780, -119.8072510 34.5032820, -119.8069570 34.5033270, -119.8060940 34.5035150, -119.8052000 34.5036970, -119.8049680 34.5037280, -119.8047040 34.5037380, -119.8044750 34.5037180, -119.8042290 34.5036680, -119.8040940 34.5036260, -119.8040110 34.5036010, -119.8037560 34.5034970, -119.8031990 34.5032070, -119.8028150 34.5029710, -119.8026060 34.5028210, -119.8023420 34.5026530, -119.8020890 34.5024800, -119.8017670 34.5021780, -119.8015960 34.5019810, -119.8015620 34.5019330, -119.8014510 34.5017720, -119.8013170 34.5015510, -119.8011380 34.5012020, -119.8010680 34.5010370, -119.8010150 34.5008700, -119.8009790 34.5007060, -119.8009510 34.5005250, -119.8009160 34.5001120, -119.8009190 34.4997360, -119.8009100 34.4984670, -119.8008760 34.4979020)"
S154,"LINESTRING (-119.8807440 34.5459070, -119.8806080 34.5458680, -119.8796830 34.5455620, -119.8781330 34.5451000, -119.8768910 34.5447160, -119.8739790 34.5438600, -119.8710180 34.5429820, -119.8689530 34.5423570, -119.8689370 34.5423520, -119.8668510 34.5417320, -119.8663030 34.5415610, -119.8659280 34.5414050, -119.8656750 34.5412890, -119.8654930 34.5411900, -119.8653390 34.5410920)"
S154,"LINESTRING (-119.8653390 34.5410920, -119.8651770 34.5409890, -119.8646960 34.5406180, -119.8643090 34.5402270, -119.8641430 34.5400330, -119.8640370 34.5398960, -119.8639280 34.5397330, -119.8637200 34.5393930, -119.8634600 34.5387930, -119.8633610 34.5385420, -119.8627510 34.5369950, -119.8626560 34.5368080, -119.8625020 34.5365370, -119.8623540 34.5363040, -119.8622080 34.5361010, -119.8618710 34.5357120, -119.8617360 34.5355860, -119.8617170 34.5355680, -119.8614440 34.5353340, -119.8611360 34.5351250, -119.8607010 34.5348930, -119.8591430 34.5341630, -119.8582220 34.5337180, -119.8569850 34.5331950, -119.8564470 34.5330280, -119.8557890 34.5328440, -119.8552210 34.5327250, -119.8547070 34.5326340, -119.8543070 34.5325760, -119.8539320 34.5325370, -119.8536980 34.5325230, -119.8532450 34.5325140)"
S154,"LINESTRING (-119.8978870 34.5478050, -119.8975380 34.5477370, -119.8972760 34.5476860, -119.8956150 34.5473520, -119.8947540 34.5472240, -119.8939600 34.5471400, -119.8938730 34.5471370, -119.8936700 34.5471310, -119.8934700 34.5471220, -119.8932790 34.5471240, -119.8928060 34.5471280, -119.8916900 34.5471380, -119.8906800 34.5471400, -119.8892860 34.5471920, -119.8887650 34.5471980, -119.8878340 34.5471890, -119.8871500 34.5471620, -119.8870040 34.5471560, -119.8860900 34.5470860, -119.8848070 34.5469140, -119.8839060 34.5467750, -119.8836940 34.5467330, -119.8834190 34.5466640, -119.8810190 34.5459860, -119.8807440 34.5459070)"
S154,"LINESTRING (-119.9251260 34.5614530, -119.9251080 34.5614500, -119.9248910 34.5614330, -119.9241220 34.5614520, -119.9239670 34.5614670, -119.9235670 34.5615240, -119.9228500 34.5616020, -119.9215020 34.5616850, -119.9213350 34.5616830, -119.9210460 34.5616560, -119.9205080 34.5615570, -119.9203560 34.5615120, -119.9202400 34.5614670, -119.9198790 34.5613060, -119.9195470 34.5611220, -119.9193340 34.5609580, -119.9190330 34.5606790, -119.9187310 34.5603850, -119.9184510 34.5601290, -119.9184300 34.5601060, -119.9182730 34.5599350, -119.9179460 34.5596190, -119.9176320 34.5593640, -119.9174640 34.5592390, -119.9172760 34.5591170, -119.9170930 34.5590100, -119.9168340 34.5588870, -119.9166150 34.5588010, -119.9160460 34.5586320, -119.9146780 34.5583150, -119.9140370 34.5581590, -119.9134040 34.5579920, -119.9132620 34.5579330, -119.9129190 34.5577570, -119.9125690 34.5575510, -119.9124340 34.5574620, -119.9123000 34.5573550, -119.9120810 34.5571450, -119.9119650 34.5570320, -119.9119390 34.5570070, -119.9118380 34.5568720, -119.9116590 34.5565980, -119.9115380 34.5563390, -119.9115310 34.5563130)"
S154,"LINESTRING (-119.9112660 34.5550040, -119.9110210 34.5536280, -119.9109060 34.5530560, -119.9108080 34.5526870, -119.9107180 34.5524560, -119.9105400 34.5520530, -119.9104220 34.5518600, -119.9101470 34.5514690, -119.9100660 34.5513530, -119.9098820 34.5511420, -119.9094590 34.5507490, -119.9092710 34.5506040, -119.9089540 34.5504020, -119.9083730 34.5500560, -119.9082570 34.5499960, -119.9081150 34.5499400, -119.9077080 34.5497930, -119.9072850 34.5496790, -119.9063860 34.5494770, -119.9052300 34.5492530, -119.9021600 34.5486320, -119.9007530 34.5483510)"
S154,"LINESTRING (-119.9408930 34.5667010, -119.9403970 34.5664650, -119.9400080 34.5662530, -119.9392220 34.5658710, -119.9389540 34.5657200, -119.9387070 34.5655980, -119.9386800 34.5655860, -119.9380190 34.5652800, -119.9372570 34.5649070, -119.9370950 34.5648370, -119.9367270 34.5646460, -119.9365140 34.5645480, -119.9363220 34.5644450, -119.9355150 34.5641180, -119.9347420 34.5638440, -119.9342020 34.5636850, -119.9326390 34.5632860, -119.9323280 34.5632340, -119.9315600 34.5630270, -119.9298540 34.5625440, -119.9290260 34.5623310, -119.9285410 34.5622060, -119.9280030 34.5620470, -119.9274810 34.5619120, -119.9268790 34.5617720, -119.9259440 34.5615990, -119.9256810 34.5615520, -119.9251260 34.5614530)"
U101,"LINESTRING (-119.9729080 34.4562570, -119.9720930 34.4560490, -119.9716310 34.4558920, -119.9715330 34.4558560, -119.9706600 34.4555370, -119.9702560 34.4553650, -119.9695630 34.4550450, -119.9690490 34.4548080, -119.9683710 34.4544370, -119.9677300 34.4540420, -119.9669990 34.4535700, -119.9659290 34.4527600, -119.9639210 34.4512160, -119.9629680 34.4505030, -119.9601500 34.4483380)"
U101,"LINESTRING (-119.9586670 34.4471790, -119.9586470 34.4471630, -119.9566040 34.4456120, -119.9561770 34.4452870, -119.9560620 34.4452050, -119.9558990 34.4450880, -119.9553000 34.4446780, -119.9545410 34.4442560, -119.9539170 34.4439230, -119.9534420 34.4436900, -119.9525190 34.4433000, -119.9519480 34.4430790, -119.9509940 34.4427580, -119.9496010 34.4424020, -119.9449530 34.4413200, -119.9442740 34.4411570, -119.9429590 34.4408420)"
U101,"LINESTRING (-119.9061180 34.4324350, -119.9054390 34.4324200, -119.9010190 34.4324590)"
U101,"LINESTRING (-119.9897140 34.4587770, -119.9884530 34.4585950, -119.9876540 34.4584780, -119.9876130 34.4584720, -119.9871900 34.4584000, -119.9871170 34.4583880, -119.9869730 34.4583710, -119.9858140 34.4582230, -119.9845890 34.4580370, -119.9817890 34.4576420, -119.9775230 34.4570220, -119.9760850 34.4568300, -119.9740490 34.4565210, -119.9739010 34.4564930, -119.9736650 34.4564370, -119.9729080 34.4562570)"
U101,"LINESTRING (-120.0038250 34.4610690, -120.0037650 34.4610590, -120.0011590 34.4606310, -120.0011080 34.4606230, -120.0005010 34.4605190, -119.9977380 34.4600660, -119.9967610 34.4599130, -119.9958610 34.4597400, -119.9929010 34.4592750, -119.9912210 34.4589950, -119.9897140 34.4587770)"
U101,"LINESTRING (-120.0828610 34.4618220, -120.0814680 34.4617500, -120.0807080 34.4617590, -120.0802130 34.4618010, -120.0798480 34.4618570, -120.0786280 34.4621350, -120.0780110 34.4623300, -120.0773280 34.4625940, -120.0765920 34.4629640, -120.0751880 34.4638630, -120.0741830 34.4644920, -120.0734240 34.4648660, -120.0729280 34.4650700, -120.0725770 34.4651850, -120.0715790 34.4654700, -120.0711470 34.4655600, -120.0705410 34.4656680, -120.0698970 34.4657480, -120.0693890 34.4657860, -120.0692660 34.4657880, -120.0690630 34.4657900, -120.0690210 34.4657910, -120.0689430 34.4657870, -120.0684960 34.4657670, -120.0682340 34.4657480, -120.0675620 34.4656750, -120.0670890 34.4656080, -120.0667570 34.4655420, -120.0663630 34.4654470, -120.0658370 34.4653070, -120.0653690 34.4651400, -120.0651710 34.4650570, -120.0649940 34.4649830)"
U101,"LINESTRING (-120.1070840 34.4672360, -120.1045350 34.4663050, -120.1039770 34.4661120, -120.1034470 34.4659130, -120.1032990 34.4658570, -120.1023940 34.4655250, -120.1009930 34.4650110, -120.1006670 34.4648950, -120.0983680 34.4640750, -120.0975190 34.4637510, -120.0947590 34.4627580, -120.0942500 34.4625600, -120.0934710 34.4622870, -120.0928770 34.4621140, -120.0923110 34.4619820, -120.0921380 34.4619480, -120.0918530 34.4618910, -120.0910200 34.4617580, -120.0908650 34.4617450)"
U101,"LINESTRING (-120.1288340 34.4730850, -120.1283660 34.4730150, -120.1275180 34.4729200, -120.1269430 34.4728600, -120.1261980 34.4727970, -120.1252410 34.4727570, -120.1250140 34.4727480, -120.1241600 34.4727280)"
U101,"LINESTRING (-120.0584410 34.4626550, -120.0581070 34.4626120, -120.0575980 34.4625590, -120.0569170 34.4625140, -120.0561710 34.4624920, -120.0556220 34.4625030, -120.0550560 34.4625460, -120.0533160 34.4627420, -120.0518450 34.4629270, -120.0509430 34.4630430, -120.0456660 34.4636830, -120.0453850 34.4637160, -120.0441850 34.4638590, -120.0416030 34.4641780)"
U101,"LINESTRING (-120.0214020 34.4634310, -120.0213770 34.4634280, -120.0195120 34.4631130, -120.0182260 34.4628840, -120.0152680 34.4624780, -120.0148030 34.4624180)"
S154,"LINESTRING (-119.9989630 34.5854560, -119.9979360 34.5853410, -119.9962590 34.5851680, -119.9954130 34.5850700, -119.9950390 34.5849940, -119.9947380 34.5849220, -119.9944120 34.5848250, -119.9937450 34.5845370, -119.9934330 34.5843670, -119.9930880 34.5841460, -119.9928800 34.5839900, -119.9924600 34.5836410, -119.9912480 34.5825590, -119.9898850 34.5813990, -119.9894490 34.5810140, -119.9890460 34.5806430, -119.9887630 34.5804100, -119.9885200 34.5802360, -119.9882440 34.5800510, -119.9881820 34.5800150)"
S154,"LINESTRING (-119.9881820 34.5800150, -119.9878830 34.5798410, -119.9878330 34.5798120, -119.9875010 34.5796580, -119.9872710 34.5795670, -119.9870060 34.5794770, -119.9864460 34.5793230, -119.9829580 34.5783670, -119.9828180 34.5783290, -119.9811930 34.5779180, -119.9782880 34.5771080, -119.9775080 34.5769040, -119.9760160 34.5765180, -119.9746280 34.5761300, -119.9742410 34.5760390, -119.9734890 34.5758070, -119.9734410 34.5757950, -119.9717520 34.5753810, -119.9710730 34.5751830, -119.9707130 34.5750890)"
S154,"LINESTRING (-120.0097040 34.5865930, -120.0086890 34.5865160, -120.0085140 34.5864980, -120.0044390 34.5860700, -120.0015190 34.5857430)"
S154,"LINESTRING (-120.0451770 34.6014030, -120.0436030 34.5999790, -120.0400910 34.5968090, -120.0381210 34.5950400, -120.0370240 34.5940290, -120.0360210 34.5931400, -120.0335240 34.5908730)"
S154,"LINESTRING (-120.0551170 34.6104330, -120.0548870 34.6102510, -120.0548590 34.6102290, -120.0537470 34.6092150, -120.0533120 34.6087780, -120.0453020 34.6015160, -120.0451770 34.6014030)"
S154,"LINESTRING (-120.0801250 34.6326610, -120.0810130 34.6337010, -120.0826070 34.6355740, -120.0848400 34.6382320, -120.0860780 34.6397040, -120.0869360 34.6406930, -120.0878710 34.6418250, -120.0880520 34.6420390, -120.0885550 34.6426400, -120.0887110 34.6428250, -120.0889740 34.6431360, -120.0902290 34.6446240)"
S246,"LINESTRING (-120.1553570 34.5968270, -120.1551330 34.5966230, -120.1549110 34.5963900, -120.1546870 34.5961550, -120.1543070 34.5957490, -120.1537240 34.5951540, -120.1535050 34.5949180, -120.1529870 34.5945580, -120.1529620 34.5945400, -120.1525150 34.5942950, -120.1522000 34.5941690, -120.1521340 34.5941430, -120.1517810 34.5940300, -120.1517470 34.5940220, -120.1514250 34.5939480, -120.1513880 34.5939440, -120.1508930 34.5938840, -120.1504610 34.5938800, -120.1501010 34.5939040, -120.1497650 34.5939390, -120.1492700 34.5940390, -120.1487980 34.5942000, -120.1482800 34.5944660, -120.1482570 34.5944780, -120.1472820 34.5951110, -120.1465030 34.5956110, -120.1464700 34.5956260, -120.1461700 34.5957660, -120.1458260 34.5958860, -120.1454860 34.5959760, -120.1452870 34.5960210)"
S154,"LINESTRING (-120.1129690 34.6673290, -120.1129240 34.6673130, -120.1125000 34.6671310, -120.1120690 34.6669020, -120.1117450 34.6666910, -120.1104280 34.6657090, -120.1103990 34.6656880, -120.1102640 34.6655950, -120.1080050 34.6638870, -120.1078350 34.6637580, -120.1070400 34.6631820, -120.1059560 34.6623720, -120.1051730 34.6617710, -120.1047310 34.6614220, -120.1045710 34.6612810, -120.1043100 34.6610510, -120.1039100 34.6606730, -120.1033570 34.6600370, -120.1030150 34.6596450, -120.1025060 34.6590420, -120.1024260 34.6589480, -120.1021700 34.6586580, -120.1020010 34.6584420, -120.1017590 34.6581650, -120.1016120 34.6579850, -120.1010820 34.6573940, -120.1005970 34.6568190)"
S154,"LINESTRING (-120.0693150 34.6224930, -120.0673680 34.6208220, -120.0672120 34.6207030, -120.0660090 34.6196730, -120.0637240 34.6177290, -120.0636470 34.6176640, -120.0621800 34.6164600, -120.0620550 34.6163650, -120.0608660 34.6152890, -120.0602270 34.6147630, -120.0592530 34.6139920, -120.0591430 34.6139050, -120.0571750 34.6122080)"
S154,"LINESTRING (-119.9549520 34.5721330, -119.9547950 34.5720220, -119.9546830 34.5719490, -119.9545140 34.5718390, -119.9542890 34.5717030, -119.9539060 34.5714370, -119.9536370 34.5712090, -119.9535240 34.5710800, -119.9533480 34.5708160, -119.9532750 34.5706610, -119.9531740 34.5703810, -119.9529950 34.5695380, -119.9528890 34.5690650, -119.9528380 34.5689290, -119.9527420 34.5687320, -119.9526400 34.5685600, -119.9525670 34.5684720, -119.9523110 34.5682260, -119.9520130 34.5680140, -119.9519160 34.5679690, -119.9516150 34.5678310, -119.9513420 34.5677600, -119.9510940 34.5677080, -119.9507260 34.5676970, -119.9494810 34.5677430, -119.9487940 34.5677720, -119.9481500 34.5677780, -119.9470310 34.5678110, -119.9460550 34.5678250, -119.9451730 34.5678860, -119.9447870 34.5678890, -119.9442490 34.5678590, -119.9437830 34.5677850, -119.9432970 34.5676770, -119.9427800 34.5675190, -119.9424360 34.5673970, -119.9418920 34.5671830, -119.9413930 34.5669380, -119.9408930 34.5667010)"
S154,"LINESTRING (-119.7903850 34.4867680, -119.7902600 34.4867640, -119.7900590 34.4867740, -119.7898610 34.4868020, -119.7896670 34.4868470, -119.7893790 34.4869420, -119.7891240 34.4870520, -119.7877640 34.4878450, -119.7874860 34.4879660, -119.7868030 34.4882180, -119.7860160 34.4884440, -119.7858190 34.4884920, -119.7853350 34.4885660, -119.7848450 34.4886780, -119.7846420 34.4887550, -119.7844620 34.4888660, -119.7843230 34.4889950, -119.7842200 34.4891070, -119.7841040 34.4892800, -119.7839180 34.4895850, -119.7838260 34.4897000, -119.7836810 34.4898240, -119.7835950 34.4898830, -119.7833930 34.4899890, -119.7832200 34.4900530, -119.7830900 34.4900870, -119.7829730 34.4900980, -119.7828230 34.4900820, -119.7827460 34.4900670, -119.7826350 34.4900280, -119.7825260 34.4899680, -119.7823020 34.4897930, -119.7821010 34.4895820, -119.7813190 34.4886790, -119.7812020 34.4885250, -119.7811210 34.4884010, -119.7810470 34.4882500, -119.7810020 34.4881160, -119.7809740 34.4879790, -119.7808710 34.4859400, -119.7808800 34.4858080, -119.7809110 34.4856330, -119.7809640 34.4854620, -119.7810420 34.4852780, -119.7810820 34.4851510, -119.7811050 34.4850220, -119.7811110 34.4848920, -119.7811040 34.4847780, -119.7810780 34.4846410, -119.7810440 34.4845390, -119.7809970 34.4844410, -119.7809380 34.4843470, -119.7808670 34.4842590, -119.7807280 34.4841290, -119.7805650 34.4840150, -119.7804510 34.4839550, -119.7803300 34.4839050, -119.7802040 34.4838660, -119.7801030 34.4838450)"
S166,"LINESTRING (-119.7766360 34.9831410, -119.7763650 34.9830930, -119.7753030 34.9828880, -119.7736240 34.9825430, -119.7720600 34.9822370, -119.7712400 34.9820830, -119.7707080 34.9819840, -119.7702320 34.9818870, -119.7690360 34.9816680, -119.7678940 34.9814460, -119.7672910 34.9813390, -119.7664890 34.9811490, -119.7655380 34.9808850, -119.7649910 34.9807110, -119.7642280 34.9804470, -119.7638360 34.9802830, -119.7634330 34.9801020, -119.7628700 34.9798490, -119.7612990 34.9790700, -119.7611800 34.9790120, -119.7608880 34.9788690, -119.7604380 34.9786420, -119.7601830 34.9785140)"
S166,"LINESTRING (-119.7931250 34.9865460, -119.7926830 34.9863980, -119.7918490 34.9861350, -119.7913410 34.9859900, -119.7910240 34.9859070, -119.7909650 34.9858920, -119.7908070 34.9858560, -119.7881400 34.9853380, -119.7869180 34.9850870, -119.7847030 34.9846600, -119.7832100 34.9843920, -119.7831350 34.9843790, -119.7828350 34.9843190, -119.7828160 34.9843150, -119.7782960 34.9834370, -119.7766360 34.9831410)"
S166,"LINESTRING (-119.7560390 34.9764230, -119.7540960 34.9753740, -119.7515680 34.9739660, -119.7489870 34.9725580, -119.7476930 34.9718680, -119.7450350 34.9703830)"
S166,"LINESTRING (-119.7450350 34.9703830, -119.7443130 34.9699800, -119.7432620 34.9694060, -119.7408510 34.9680610, -119.7401660 34.9677040, -119.7395790 34.9674170, -119.7390460 34.9671730, -119.7383680 34.9669350, -119.7375140 34.9667030, -119.7368290 34.9665390, -119.7366720 34.9665020, -119.7363820 34.9664470, -119.7356590 34.9663770, -119.7342340 34.9661600, -119.7303460 34.9656600, -119.7288150 34.9654480)"
S166,"LINESTRING (-119.7254340 34.9649990, -119.7233240 34.9647100, -119.7229070 34.9646280, -119.7224610 34.9644870, -119.7219910 34.9642750, -119.7180920 34.9623340, -119.7174320 34.9620160, -119.7172480 34.9619270, -119.7168720 34.9617300, -119.7166160 34.9616020)"
S166,"LINESTRING (-119.7132080 34.9596870, -119.7124150 34.9591650, -119.7114660 34.9585320, -119.7108120 34.9581400, -119.7104660 34.9579560, -119.7094510 34.9574570, -119.7082520 34.9568470, -119.7034800 34.9544650, -119.7021750 34.9538220, -119.6992920 34.9523700, -119.6988840 34.9521640, -119.6988390 34.9521420)"
S166,"LINESTRING (-119.6134710 34.9351310, -119.6115270 34.9348000, -119.6114930 34.9347940, -119.6095630 34.9345050, -119.6072110 34.9341150, -119.6039110 34.9335750, -119.6002400 34.9329880, -119.5991040 34.9328740, -119.5983510 34.9328330, -119.5972880 34.9328270, -119.5966050 34.9328480, -119.5964280 34.9328620, -119.5962730 34.9328740)"
S166,"LINESTRING (-119.6649840 34.9434190, -119.6614730 34.9428730, -119.6526410 34.9414310)"
S166,"LINESTRING (-119.6822670 34.9462220, -119.6821990 34.9462110, -119.6783320 34.9455830, -119.6763360 34.9452590, -119.6741960 34.9449160, -119.6702480 34.9442760, -119.6659060 34.9435630, -119.6649840 34.9434190)"
S166,"LINESTRING (-119.6983410 34.9518900, -119.6968860 34.9511580, -119.6962290 34.9508500, -119.6950540 34.9502470, -119.6946120 34.9500290, -119.6941620 34.9498200, -119.6939900 34.9497480, -119.6933470 34.9495160, -119.6933050 34.9495010, -119.6930280 34.9494120, -119.6923390 34.9491760, -119.6916940 34.9489450)"
S166,"LINESTRING (-119.8225730 35.0004310, -119.8210730 35.0002910, -119.8198260 35.0001330, -119.8189070 34.9999970, -119.8185230 34.9998800, -119.8172920 34.9994440, -119.8164680 34.9991820, -119.8157720 34.9989140, -119.8156620 34.9988720, -119.8151830 34.9986970, -119.8151300 34.9986770, -119.8148640 34.9985770, -119.8145130 34.9984430, -119.8143490 34.9983820, -119.8139000 34.9981820, -119.8134310 34.9980160, -119.8131080 34.9978890, -119.8121390 34.9975070, -119.8111240 34.9971390, -119.8085040 34.9961730, -119.8080000 34.9959770, -119.8073860 34.9957140, -119.8067740 34.9954660)"
S166,"LINESTRING (-119.8067740 34.9954660, -119.8067290 34.9954480, -119.8058910 34.9950600, -119.8056230 34.9949100, -119.8054080 34.9947910, -119.8046770 34.9943380, -119.8045330 34.9942300, -119.8037610 34.9936490, -119.8030550 34.9930150, -119.8020960 34.9919330, -119.8016340 34.9913910, -119.8006760 34.9903110, -119.7999880 34.9896040, -119.7995820 34.9892480, -119.7993510 34.9890730, -119.7989660 34.9888060, -119.7985380 34.9885410, -119.7981540 34.9883340, -119.7976790 34.9881110, -119.7967200 34.9877400, -119.7965940 34.9876990, -119.7963610 34.9876230, -119.7959430 34.9874760, -119.7940450 34.9868540, -119.7931250 34.9865460)"
S166,"LINESTRING (-119.8383700 35.0040560, -119.8371940 35.0030240, -119.8368970 35.0027470, -119.8365460 35.0024590, -119.8360800 35.0021660, -119.8355370 35.0019170, -119.8350900 35.0017590, -119.8345600 35.0016020, -119.8339500 35.0014820, -119.8335040 35.0014240, -119.8288680 35.0009730, -119.8286450 35.0009540, -119.8269120 35.0008070, -119.8253040 35.0006850, -119.8225730 35.0004310)"
S166,"LINESTRING (-119.8773840 35.0347380, -119.8769680 35.0345290, -119.8769300 35.0345110, -119.8741190 35.0331990, -119.8720140 35.0321790, -119.8719010 35.0321260, -119.8694750 35.0310030, -119.8691560 35.0308300, -119.8687140 35.0305520, -119.8680810 35.0300710, -119.8664710 35.0286870, -119.8654180 35.0277490, -119.8652160 35.0275720, -119.8634140 35.0259960)"
S166,"LINESTRING (-119.8629130 35.0255570, -119.8584630 35.0216630, -119.8563220 35.0197900, -119.8562220 35.0197020, -119.8560960 35.0195810, -119.8541360 35.0178600, -119.8527210 35.0166320, -119.8508890 35.0150280)"
S166,"LINESTRING (-119.8508890 35.0150280, -119.8486080 35.0130310, -119.8479320 35.0124220, -119.8473820 35.0119480, -119.8472370 35.0118200, -119.8455380 35.0103260, -119.8426810 35.0077980, -119.8425910 35.0077230, -119.8421400 35.0073480, -119.8408220 35.0061950, -119.8394730 35.0050390, -119.8388630 35.0044890, -119.8383700 35.0040560)"
S154,"LINESTRING (-120.1404680 34.6816070, -120.1400180 34.6814210, -120.1397160 34.6812720, -120.1393500 34.6810760, -120.1390210 34.6808830, -120.1387390 34.6806990, -120.1383400 34.6803890, -120.1381460 34.6802230, -120.1379590 34.6800480, -120.1375240 34.6796140, -120.1369690 34.6790070, -120.1367350 34.6787670, -120.1362770 34.6783360, -120.1359300 34.6780540, -120.1353930 34.6776690, -120.1349500 34.6774020, -120.1346300 34.6772290, -120.1330830 34.6764420, -120.1323650 34.6761090, -120.1316630 34.6757420, -120.1313650 34.6755600, -120.1310750 34.6753670, -120.1306540 34.6750550, -120.1302670 34.6747450, -120.1301370 34.6746280, -120.1297940 34.6742600, -120.1294330 34.6738140, -120.1282810 34.6720720, -120.1279470 34.6715880)"
U101,"LINESTRING (-120.1611720 34.6720820, -120.1606420 34.6726200, -120.1604150 34.6728610, -120.1600970 34.6731980, -120.1596600 34.6736340, -120.1595900 34.6737040, -120.1590340 34.6743310, -120.1589020 34.6744860, -120.1585730 34.6749290, -120.1583970 34.6751880, -120.1582120 34.6755080, -120.1579800 34.6759880, -120.1577890 34.6764770, -120.1576730 34.6768690, -120.1575850 34.6772390, -120.1573910 34.6783750, -120.1572910 34.6789760, -120.1572640 34.6791250, -120.1569850 34.6806800, -120.1569110 34.6811410, -120.1569080 34.6811590)"
U101,"LINESTRING (-120.1575590 34.6878460, -120.1575680 34.6878660, -120.1581270 34.6891890, -120.1593220 34.6920310, -120.1596300 34.6926480, -120.1599050 34.6931020, -120.1602850 34.6936570, -120.1611560 34.6948120, -120.1616000 34.6954280, -120.1622680 34.6963280, -120.1626580 34.6968380, -120.1629570 34.6972100, -120.1633380 34.6976310, -120.1637150 34.6980150, -120.1640850 34.6983430, -120.1644980 34.6986910, -120.1656920 34.6996560)"
U101,"LINESTRING (-120.1774320 34.7101390, -120.1768000 34.7099180, -120.1763800 34.7097910, -120.1759750 34.7096550, -120.1743470 34.7090790, -120.1739410 34.7089010, -120.1735250 34.7087120, -120.1728690 34.7083510, -120.1725530 34.7081390, -120.1722570 34.7079380, -120.1717040 34.7075170, -120.1713080 34.7071720, -120.1709280 34.7068080, -120.1705690 34.7064200, -120.1702130 34.7059990, -120.1699360 34.7055820, -120.1696680 34.7051470, -120.1694760 34.7047780, -120.1692440 34.7042930, -120.1684370 34.7024420, -120.1682570 34.7021230, -120.1680150 34.7017700, -120.1677900 34.7014830, -120.1673990 34.7010740, -120.1670830 34.7007930, -120.1662790 34.7001300, -120.1656920 34.6996560)"
U101,"LINESTRING (-120.1925290 34.7161830, -120.1920220 34.7159920, -120.1909420 34.7156040, -120.1904320 34.7154120, -120.1900620 34.7152620, -120.1896510 34.7150700, -120.1893610 34.7149130, -120.1893210 34.7148910, -120.1892190 34.7148350, -120.1888370 34.7146240, -120.1879640 34.7141240, -120.1862030 34.7130700, -120.1854610 34.7126120, -120.1841830 34.7119270, -120.1838170 34.7117510, -120.1835360 34.7116400, -120.1830720 34.7114720, -120.1825470 34.7113150, -120.1820230 34.7111800, -120.1812460 34.7110410, -120.1800640 34.7108790, -120.1795260 34.7107640, -120.1792300 34.7106880, -120.1791520 34.7106680, -120.1788880 34.7106010, -120.1781110 34.7103770, -120.1774320 34.7101390)"
U101,"LINESTRING (-120.2080250 34.7211450, -120.2076170 34.7208520, -120.2069810 34.7204120, -120.2065500 34.7201520, -120.2059260 34.7198060, -120.2054720 34.7195770, -120.2050310 34.7193820, -120.2043620 34.7191190, -120.2039120 34.7189680, -120.2033620 34.7188060, -120.2024490 34.7185850, -120.2006290 34.7181960, -120.1997800 34.7179980, -120.1989160 34.7178160, -120.1983700 34.7176850, -120.1979070 34.7175840, -120.1946860 34.7168590, -120.1941530 34.7167240, -120.1937730 34.7166120, -120.1927100 34.7162510, -120.1925290 34.7161830)"
U101,"LINESTRING (-120.2240810 34.7267540, -120.2239360 34.7267130, -120.2212950 34.7259740, -120.2183910 34.7251600, -120.2161820 34.7245320, -120.2160860 34.7245050, -120.2154720 34.7243400, -120.2140930 34.7239410, -120.2133870 34.7237360, -120.2128140 34.7235470, -120.2124210 34.7234010, -120.2120590 34.7232540, -120.2109790 34.7227950, -120.2100350 34.7223800, -120.2095290 34.7221310, -120.2092340 34.7219630, -120.2092200 34.7219550, -120.2091090 34.7218890, -120.2090900 34.7218780, -120.2084680 34.7214630, -120.2082920 34.7213370)"
