sign,wkt
U101,"LINESTRING (-120.3468900 34.8142930, -120.3469750 34.8144540, -120.3472810 34.8149920, -120.3476360 34.8154940, -120.3478280 34.8157480, -120.3481960 34.8161810, -120.3484340 34.8164110, -120.3491690 34.8171230, -120.3494450 34.8173710, -120.3505060 34.8182940)"
S166,"LINESTRING (-120.5740640 34.9575300, -120.5740600 34.9575300, -120.5736390 34.9575220, -120.5735580 34.9575200, -120.5734640 34.9575180, -120.5732000 34.9575140, -120.5723280 34.9575020, -120.5706910 34.9574790, -120.5672650 34.9574590, -120.5669500 34.9574590)"
S1,"LINESTRING (-120.5735460 34.9405430, -120.5736120 34.9406390, -120.5738550 34.9411110, -120.5739250 34.9412990, -120.5739780 34.9414460, -120.5740010 34.9415120)"
S1,"LINESTRING (-120.5740010 34.9415120, -120.5740250 34.9415780, -120.5741450 34.9421010, -120.5741620 34.9422070, -120.5742240 34.9429370, -120.5742110 34.9432320, -120.5742060 34.9437760, -120.5741750 34.9444950, -120.5741690 34.9453250, -120.5741630 34.9469930)"
S1,"LINESTRING (-120.5741330 34.9496780, -120.5741150 34.9512540, -120.5741060 34.9528280, -120.5740820 34.9549120)"
S166,"LINESTRING (-120.5658580 34.9574620, -120.5653550 34.9574710, -120.5648830 34.9574790, -120.5621970 34.9574400, -120.5582580 34.9574100, -120.5582050 34.9574100, -120.5563090 34.9574040)"
S1,"LINESTRING (-120.5715370 34.9728900, -120.5713630 34.9732110, -120.5712620 34.9734680, -120.5711670 34.9737830, -120.5710720 34.9746720)"
S166,"LINESTRING (-120.5388710 34.9590510, -120.5364550 34.9593350, -120.5356720 34.9594380, -120.5344540 34.9595790, -120.5336040 34.9596080, -120.5334460 34.9596130, -120.5325420 34.9595810, -120.5283980 34.9591270, -120.5267270 34.9589640, -120.5250680 34.9587970, -120.5220840 34.9584620, -120.5214260 34.9583950)"
S1,"LINESTRING (-120.4964130 34.8809660, -120.4957630 34.8807030, -120.4952300 34.8804880, -120.4948570 34.8803260, -120.4934500 34.8797780, -120.4924340 34.8793610, -120.4918590 34.8791170, -120.4915570 34.8789880, -120.4905470 34.8785720, -120.4897110 34.8782510, -120.4879940 34.8775230, -120.4873660 34.8772910, -120.4858900 34.8768460)"
S1,"LINESTRING (-120.5007480 34.8835570, -120.5005000 34.8834090, -120.5000700 34.8831270, -120.4986000 34.8821640, -120.4981220 34.8818530)"
S166,"LINESTRING (-120.5084370 34.9569600, -120.5063850 34.9566910, -120.5039720 34.9564480)"
S166,"LINESTRING (-120.4691590 34.9538340, -120.4684670 34.9537820, -120.4665420 34.9536190, -120.4659570 34.9535870, -120.4651300 34.9535320, -120.4632760 34.9533950, -120.4619250 34.9533650, -120.4613430 34.9533520, -120.4610260 34.9533490)"
S166,"LINESTRING (-120.4596150 34.9533370, -120.4595620 34.9533370, -120.4564570 34.9533160, -120.4563300 34.9532650, -120.4561190 34.9532640)"
U101,"LINESTRING (-120.4176880 34.9295780, -120.4176780 34.9308950, -120.4176760 34.9311030, -120.4176630 34.9336130, -120.4176760 34.9349040, -120.4176640 34.9364430)"
U101,"LINESTRING (-120.4177580 34.8919850, -120.4178490 34.8924370, -120.4179300 34.8929710, -120.4180190 34.8936900, -120.4180390 34.8943040, -120.4180460 34.8945200, -120.4180360 34.8952450, -120.4180020 34.8974750, -120.4179690 34.8986660, -120.4179630 34.8997200, -120.4179750 34.9006100)"
S135,"LINESTRING (-120.4364340 34.8944850, -120.4364350 34.8945800, -120.4364350 34.8956690, -120.4364050 34.8963210, -120.4363820 34.8965880, -120.4363000 34.8971650, -120.4362670 34.8973930, -120.4361990 34.8979500, -120.4361290 34.8983640, -120.4360730 34.8988450, -120.4359670 34.8994890, -120.4359090 34.8999100, -120.4358640 34.9007920, -120.4358420 34.9018190, -120.4358510 34.9035170, -120.4358360 34.9054290, -120.4358470 34.9067380)"
S135,"LINESTRING (-120.4365250 34.8785210, -120.4365160 34.8789800, -120.4365120 34.8803230, -120.4365110 34.8804210, -120.4365060 34.8827870, -120.4365060 34.8828410, -120.4365020 34.8828930)"
S135,"LINESTRING (-120.4365280 34.8652230, -120.4365380 34.8665080, -120.4365360 34.8684050, -120.4365370 34.8686120, -120.4365380 34.8687770, -120.4365390 34.8689360, -120.4365690 34.8696140, -120.4365930 34.8710900, -120.4365710 34.8717810, -120.4365710 34.8723180, -120.4365690 34.8744460, -120.4365350 34.8752310, -120.4365440 34.8757710, -120.4365560 34.8766820, -120.4365330 34.8775710, -120.4365370 34.8779550, -120.4365260 34.8785160)"
S135,"LINESTRING (-120.4364530 34.8898190, -120.4364510 34.8930070)"
S135,"LINESTRING (-120.4358480 34.9096350, -120.4358480 34.9096830, -120.4358530 34.9111000, -120.4358410 34.9126760, -120.4358400 34.9128170)"
S135,"LINESTRING (-120.4359360 34.9206260, -120.4359360 34.9206550)"
U101,"LINESTRING (-120.4042580 34.8750020, -120.4043080 34.8750600, -120.4074860 34.8787340, -120.4086800 34.8800880, -120.4089520 34.8804040, -120.4105260 34.8822290, -120.4116270 34.8835210, -120.4119580 34.8838960, -120.4126410 34.8846700)"
U101,"LINESTRING (-120.4179750 34.9006100, -120.4179800 34.9009950, -120.4179760 34.9017720, -120.4179740 34.9021180, -120.4179340 34.9040650, -120.4179370 34.9053850, -120.4179310 34.9056960, -120.4178970 34.9075990, -120.4178930 34.9082670, -120.4178960 34.9091940, -120.4178970 34.9094470, -120.4178950 34.9095540, -120.4178540 34.9117220, -120.4178170 34.9148470, -120.4178170 34.9150620)"
U101,"LINESTRING (-120.4178170 34.9150620, -120.4178170 34.9164650, -120.4177670 34.9202810)"
U101,"LINESTRING (-120.4177310 34.9236180, -120.4177220 34.9264370, -120.4177060 34.9271520)"
U101,"LINESTRING (-120.4178250 34.9588740, -120.4181430 34.9597570, -120.4183600 34.9602470, -120.4183810 34.9602940, -120.4184130 34.9603590, -120.4186900 34.9609100, -120.4192400 34.9619020, -120.4205910 34.9640820, -120.4220250 34.9663900, -120.4226280 34.9673820, -120.4227590 34.9675980, -120.4227950 34.9676560, -120.4228430 34.9677320, -120.4230100 34.9679980)"
S166,"LINESTRING (-120.4515460 34.9532200, -120.4493040 34.9531940, -120.4481200 34.9531950, -120.4471530 34.9531870, -120.4457410 34.9531950, -120.4448840 34.9531910, -120.4446900 34.9531870)"
S166,"LINESTRING (-120.4357950 34.9530660, -120.4351100 34.9530700, -120.4347550 34.9530690, -120.4341920 34.9530670, -120.4341290 34.9530680)"
U101,"LINESTRING (-120.4230100 34.9679980, -120.4235040 34.9687860, -120.4250850 34.9713260, -120.4252690 34.9716210, -120.4254270 34.9718760)"
U101,"LINESTRING (-120.4254270 34.9718760, -120.4265440 34.9736750, -120.4285540 34.9769100, -120.4288500 34.9773870)"
U101,"LINESTRING (-120.4314080 34.9815290, -120.4314910 34.9816820, -120.4317730 34.9822290, -120.4321330 34.9830530, -120.4321610 34.9831240)"
S166,"LINESTRING (-120.0901240 35.1116880, -120.0900110 35.1116840, -120.0893270 35.1116330, -120.0888370 35.1115780, -120.0884790 35.1115200, -120.0882500 35.1114690, -120.0881580 35.1114430)"
S135,"LINESTRING (-120.3001380 34.7473250, -120.3000950 34.7473200, -120.2993830 34.7472030, -120.2938670 34.7463650, -120.2922660 34.7461190, -120.2921150 34.7461000, -120.2894940 34.7456890, -120.2881430 34.7454780)"
U101,"LINESTRING (-120.2927310 34.7560010, -120.2906400 34.7548800, -120.2890170 34.7539940, -120.2874890 34.7531890, -120.2866780 34.7527700, -120.2858220 34.7523150)"
S135,"LINESTRING (-120.2881430 34.7454780, -120.2871140 34.7453170, -120.2869910 34.7452980, -120.2867610 34.7452640, -120.2865760 34.7452190, -120.2862570 34.7450790, -120.2854060 34.7447430, -120.2850860 34.7446380, -120.2846990 34.7445350, -120.2842970 34.7444440, -120.2838150 34.7443590, -120.2834070 34.7443110)"
S154,"LINESTRING (-120.1264340 34.6698770, -120.1262400 34.6696740, -120.1259930 34.6694590, -120.1256540 34.6691910, -120.1252510 34.6689150, -120.1248990 34.6687090, -120.1244860 34.6685100, -120.1242390 34.6684110, -120.1240500 34.6683460, -120.1237920 34.6682690, -120.1234520 34.6681580, -120.1232710 34.6681130, -120.1229360 34.6680430, -120.1228040 34.6680150, -120.1226380 34.6679760, -120.1222280 34.6679190, -120.1218930 34.6679000, -120.1212790 34.6678880, -120.1202670 34.6678820)"
U101,"LINESTRING (-120.1746360 34.6651100, -120.1742520 34.6654460, -120.1737750 34.6658400, -120.1726790 34.6666930, -120.1725830 34.6667680, -120.1709370 34.6680470, -120.1707010 34.6682140, -120.1703370 34.6684390, -120.1700750 34.6685800, -120.1694750 34.6688540, -120.1688970 34.6690600, -120.1684500 34.6691840, -120.1679770 34.6692840, -120.1675450 34.6693550, -120.1661090 34.6695350, -120.1656080 34.6696090, -120.1652160 34.6696870, -120.1646660 34.6698400, -120.1642750 34.6699750, -120.1639640 34.6700990, -120.1635150 34.6703040, -120.1631890 34.6704710, -120.1627740 34.6707210, -120.1625760 34.6708510, -120.1623630 34.6710060, -120.1620240 34.6712730, -120.1618480 34.6714180, -120.1615640 34.6716780, -120.1613560 34.6718950, -120.1611720 34.6720820)"
S154,"LINESTRING (-120.1517130 34.6809340, -120.1513390 34.6810130, -120.1500570 34.6812940, -120.1497440 34.6813740, -120.1486530 34.6816220, -120.1469630 34.6819240, -120.1442970 34.6821710, -120.1436990 34.6821920, -120.1430590 34.6821730, -120.1427060 34.6821440, -120.1424630 34.6821140, -120.1419890 34.6820330, -120.1412640 34.6818690, -120.1408970 34.6817630, -120.1405030 34.6816210, -120.1404680 34.6816070)"
U101,"LINESTRING (-120.1565090 34.6845750, -120.1565370 34.6848840, -120.1566110 34.6853550, -120.1566880 34.6856470, -120.1567700 34.6859060, -120.1568880 34.6862320)"
S154,"LINESTRING (-120.1559370 34.6821450, -120.1560880 34.6824410, -120.1562020 34.6829280, -120.1561990 34.6833930, -120.1561240 34.6838120, -120.1558900 34.6842810, -120.1557240 34.6845590, -120.1555150 34.6848490, -120.1552100 34.6853430, -120.1550890 34.6857210, -120.1550810 34.6860750, -120.1551310 34.6863100, -120.1552370 34.6865960, -120.1553680 34.6868300, -120.1555040 34.6869980, -120.1555440 34.6870480, -120.1557630 34.6872290, -120.1560530 34.6874230, -120.1563700 34.6875790, -120.1566490 34.6876780, -120.1572150 34.6877860, -120.1575590 34.6878460)"
S154,"LINESTRING (-120.0920660 34.6467620, -120.0938890 34.6488720, -120.0939900 34.6489910, -120.0952820 34.6505250, -120.0953010 34.6505470, -120.0977120 34.6533890, -120.0979830 34.6537250, -120.1005970 34.6568190)"
S246,"LINESTRING (-120.1024770 34.6066520, -120.1020470 34.6066500, -120.1000530 34.6066290, -120.0995390 34.6066250, -120.0981510 34.6066130)"
S154,"LINESTRING (-120.1199400 34.6678810, -120.1198220 34.6678800, -120.1197840 34.6678790, -120.1182090 34.6678520, -120.1171750 34.6678250, -120.1166490 34.6678140, -120.1164080 34.6678090, -120.1162680 34.6677680, -120.1149650 34.6677270, -120.1147390 34.6677120, -120.1145030 34.6676850, -120.1142680 34.6676450, -120.1138470 34.6675550, -120.1137580 34.6675720, -120.1134090 34.6674780, -120.1130440 34.6673560, -120.1129690 34.6673290)"
S246,"LINESTRING (-120.0809230 34.6105210, -120.0802100 34.6105210, -120.0797330 34.6105210, -120.0787220 34.6105250, -120.0779380 34.6105150, -120.0775710 34.6105230)"
S154,"LINESTRING (-120.0774570 34.6295860, -120.0778480 34.6300240, -120.0800040 34.6325190, -120.0801250 34.6326610)"
S246,"LINESTRING (-120.0910650 34.6081440, -120.0907860 34.6082550, -120.0900820 34.6085640, -120.0893740 34.6088640, -120.0893070 34.6088920, -120.0887350 34.6091370, -120.0874360 34.6096970, -120.0872450 34.6097840, -120.0870860 34.6098570, -120.0870450 34.6098760, -120.0869950 34.6098960, -120.0865180 34.6100860, -120.0859250 34.6102690, -120.0855710 34.6103560, -120.0849420 34.6104520, -120.0844150 34.6105100, -120.0840900 34.6105230, -120.0830720 34.6105270, -120.0817640 34.6105220, -120.0809230 34.6105210)"
S246,"LINESTRING (-120.0775710 34.6105230, -120.0770160 34.6105350, -120.0765270 34.6105860, -120.0748980 34.6106690, -120.0744970 34.6106810, -120.0732310 34.6106660, -120.0732030 34.6106660, -120.0721090 34.6106670, -120.0704490 34.6106720, -120.0702410 34.6106730, -120.0695370 34.6106660, -120.0657520 34.6106220)"
S154,"LINESTRING (-120.0774570 34.6295860, -120.0769850 34.6290580, -120.0768170 34.6288700, -120.0757190 34.6278580, -120.0714670 34.6243220, -120.0707730 34.6237290, -120.0694370 34.6225960)"
S166,"LINESTRING (-120.2005580 35.0282780, -120.2004510 35.0283170, -120.2001700 35.0284000, -120.1998640 35.0284640, -120.1995520 35.0285100, -120.1986150 35.0286000, -120.1979330 35.0286540, -120.1968290 35.0287520, -120.1967170 35.0287610, -120.1967160 35.0287610, -120.1953040 35.0288760, -120.1950340 35.0288980, -120.1949570 35.0289040, -120.1945100 35.0289570, -120.1942420 35.0289970, -120.1941620 35.0290150, -120.1936550 35.0291290, -120.1932420 35.0292360, -120.1918100 35.0296460, -120.1900130 35.0301320, -120.1896030 35.0302810, -120.1894430 35.0303520, -120.1891420 35.0305200, -120.1890700 35.0305720, -120.1887870 35.0307800)"
S166,"LINESTRING (-120.1789580 35.0590560, -120.1789150 35.0592110, -120.1788030 35.0595140, -120.1787180 35.0597160, -120.1784860 35.0601150, -120.1782980 35.0603970, -120.1779480 35.0608400, -120.1778480 35.0609550, -120.1775980 35.0611610, -120.1773040 35.0613360, -120.1769340 35.0614920, -120.1765590 35.0616300, -120.1757500 35.0618650, -120.1754170 35.0619400, -120.1752070 35.0619780, -120.1750190 35.0620030, -120.1749970 35.0620060, -120.1747910 35.0620540, -120.1746990 35.0620880, -120.1744860 35.0621930, -120.1741650 35.0623000, -120.1739130 35.0624050, -120.1734530 35.0626340, -120.1732440 35.0627660, -120.1731610 35.0628280, -120.1730340 35.0629220, -120.1727920 35.0631380, -120.1726250 35.0633090, -120.1724380 35.0635440, -120.1723090 35.0637450, -120.1722020 35.0639470, -120.1720980 35.0642090, -120.1720270 35.0644940, -120.1720100 35.0646080, -120.1719930 35.0647190, -120.1718970 35.0653490, -120.1718510 35.0658130, -120.1718400 35.0661310, -120.1718440 35.0662570, -120.1718880 35.0664590, -120.1719450 35.0666350, -120.1719590 35.0666960)"
S166,"LINESTRING (-120.1842570 35.0359340, -120.1839730 35.0360240, -120.1832330 35.0362680, -120.1829460 35.0363830, -120.1829010 35.0364010, -120.1827460 35.0364630, -120.1823850 35.0366530, -120.1823330 35.0366880, -120.1820840 35.0368580, -120.1818870 35.0370170, -120.1816810 35.0372170, -120.1815850 35.0373240, -120.1814600 35.0374850, -120.1814250 35.0375460)"
S166,"LINESTRING (-120.1316990 35.0948390, -120.1307360 35.0943960, -120.1302560 35.0941640, -120.1298280 35.0940280, -120.1297250 35.0940050, -120.1291290 35.0939100, -120.1286140 35.0938810, -120.1285170 35.0938860)"
S166,"LINESTRING (-120.1720180 35.0671710, -120.1720390 35.0675770, -120.1720390 35.0678390, -120.1720210 35.0680280, -120.1719870 35.0681920, -120.1718600 35.0685780, -120.1716230 35.0691060, -120.1715270 35.0692750, -120.1714070 35.0694500, -120.1710790 35.0698280, -120.1705770 35.0702920, -120.1696630 35.0712120, -120.1690450 35.0718210)"
S166,"LINESTRING (-120.1602130 35.0759110, -120.1601800 35.0759180, -120.1596110 35.0760900, -120.1594530 35.0761490, -120.1592390 35.0762190, -120.1589280 35.0763550, -120.1584800 35.0765770, -120.1578780 35.0769200, -120.1577320 35.0770070)"
S166,"LINESTRING (-120.1577320 35.0770070, -120.1576760 35.0770400, -120.1567930 35.0775680, -120.1566280 35.0776550)"
S166,"LINESTRING (-120.1488260 35.0823230, -120.1476400 35.0830550, -120.1465180 35.0837020, -120.1463530 35.0837970, -120.1463350 35.0838080, -120.1455850 35.0842760)"
S166,"LINESTRING (-120.1409490 35.0915470, -120.1409430 35.0915660, -120.1409000 35.0917100)"
S166,"LINESTRING (-120.1360810 35.0958500, -120.1358610 35.0958780, -120.1356750 35.0958910)"
S166,"LINESTRING (-120.1157690 35.1013250, -120.1152010 35.1016940, -120.1147990 35.1018810, -120.1144530 35.1019940, -120.1140350 35.1020980, -120.1136550 35.1021600, -120.1134790 35.1021770, -120.1130530 35.1021990, -120.1108360 35.1021500, -120.1102790 35.1021300)"
S166,"LINESTRING (-120.1243170 35.0957840, -120.1231470 35.0965030)"
S166,"LINESTRING (-120.1231470 35.0965030, -120.1228800 35.0966670)"
S166,"LINESTRING (-120.1014200 35.1089050, -120.1008500 35.1090600, -120.1004050 35.1091870, -120.1002950 35.1092250)"
S166,"LINESTRING (-119.6916840 34.9489420, -119.6897180 34.9482530, -119.6859820 34.9469560, -119.6856340 34.9468400, -119.6853640 34.9467590, -119.6849600 34.9466580, -119.6847690 34.9466210, -119.6844960 34.9465670, -119.6837310 34.9464420, -119.6831330 34.9463620, -119.6822870 34.9462250, -119.6822670 34.9462220)"
S166,"LINESTRING (-119.6381380 34.9391200, -119.6347210 34.9385700, -119.6316250 34.9380820)"
S166,"LINESTRING (-119.6526410 34.9414310, -119.6526160 34.9414270, -119.6515330 34.9412500, -119.6477370 34.9406490)"
S166,"LINESTRING (-119.6477370 34.9406490, -119.6395600 34.9393540, -119.6393010 34.9393100, -119.6391400 34.9392820, -119.6381380 34.9391200)"
S166,"LINESTRING (-119.6220320 34.9365010, -119.6216150 34.9364280, -119.6169940 34.9356870, -119.6162190 34.9355480, -119.6161410 34.9355360, -119.6154130 34.9354250, -119.6152180 34.9353960, -119.6136760 34.9351660, -119.6134710 34.9351310)"
S166,"LINESTRING (-119.6281960 34.9375360, -119.6255030 34.9371050, -119.6220320 34.9365010)"
S166,"LINESTRING (-119.5962730 34.9328740, -119.5952210 34.9329550, -119.5950850 34.9329710, -119.5948810 34.9329940, -119.5942440 34.9330850, -119.5939000 34.9331560, -119.5934120 34.9332560, -119.5929400 34.9333640, -119.5927220 34.9334140, -119.5916930 34.9336780)"
U101,"LINESTRING (-119.5286710 34.4038080, -119.5285310 34.4037840, -119.5277550 34.4036120, -119.5276740 34.4035970, -119.5266290 34.4034010, -119.5265490 34.4033860, -119.5264260 34.4033640, -119.5260900 34.4033020, -119.5246300 34.4030320, -119.5236850 34.4028600, -119.5236110 34.4028470, -119.5228040 34.4026840, -119.5227500 34.4026730, -119.5219460 34.4025240, -119.5218730 34.4025100, -119.5211120 34.4023510, -119.5210800 34.4023440)"
U101,"LINESTRING (-119.5210800 34.4023440, -119.5209020 34.4023080)"
U101,"LINESTRING (-119.4898160 34.3858440, -119.4887190 34.3854950, -119.4875010 34.3851190)"
U101,"LINESTRING (-119.5036420 34.3902730, -119.5032680 34.3901530, -119.5020930 34.3897910, -119.5019660 34.3897500, -119.5018240 34.3897030, -119.5013260 34.3895240, -119.5010520 34.3894430, -119.5005390 34.3893120, -119.4980530 34.3885180, -119.4979040 34.3884700, -119.4977550 34.3884190, -119.4977220 34.3884080)"
U101,"LINESTRING (-119.4977220 34.3884080, -119.4955550 34.3876710, -119.4946050 34.3873660, -119.4921350 34.3865810)"
U101,"LINESTRING (-119.4821150 34.3812440, -119.4822930 34.3815570, -119.4825600 34.3820070, -119.4826480 34.3821560)"
S1,"LINESTRING (-120.4587810 34.6887850, -120.4587370 34.6890590, -120.4585830 34.6898950, -120.4583650 34.6910820, -120.4582880 34.6917820, -120.4582880 34.6921750, -120.4583450 34.6925310, -120.4584140 34.6928050, -120.4585300 34.6930900, -120.4587190 34.6934620, -120.4589970 34.6938520, -120.4593240 34.6942160, -120.4597210 34.6945750, -120.4602800 34.6949770, -120.4606150 34.6951680, -120.4631380 34.6961880, -120.4639520 34.6965030, -120.4650560 34.6969980, -120.4661550 34.6975940, -120.4665520 34.6978510, -120.4667650 34.6980000, -120.4675440 34.6985810)"
